Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Status
shoulder-chest-bag-for-men-women,,,,,,,,,Green,,,,,Bag-Green,0,,0,deny,manual,129,1099,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/81IZ0azPWkL._AC_SX569.jpg?v=1717053745,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/81bYQDEbBZL._AC_SX569.jpg?v=1717053745,kg,,,,,,,,,
shoulder-chest-bag-for-men-women,,,,,,,,,Blue,,,,,Bag-Blue,0,,0,deny,manual,129,1099,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71MZ072BSaL._AC_SX679.jpg?v=1717053745,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71MZ072BSaL._AC_SX679_ca4b81e8-98dd-4ebf-881a-049a070b01cf.jpg?v=1717053745,kg,,,,,,,,,
shoulder-chest-bag-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/7146fCqjWHL._AC_SX679.jpg?v=1717053745,4,,,,,,,,,,,,,,,,,,,,,,,,,,
shoulder-chest-bag-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/817y2laxi-L._AC_SX569__1.jpg?v=1717053745,5,,,,,,,,,,,,,,,,,,,,,,,,,,
shoulder-chest-bag-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/81bYQDEbBZL._AC_SX569.jpg?v=1717053745,6,,,,,,,,,,,,,,,,,,,,,,,,,,
shoulder-chest-bag-for-men-women,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71MZ072BSaL._AC_SX679_ca4b81e8-98dd-4ebf-881a-049a070b01cf.jpg?v=1717053745,7,,,,,,,,,,,,,,,,,,,,,,,,,,
canvas-sling-bag-small-crossbody-backpack,Canvas Sling Bag - Small Crossbody Backpack,"<span style=""font-size: 0.875rem;""><strong>MULTI-APPLICATION</strong><br>With the zippered and adjustable straps, this sling bag can be used as a small backpack, you can also wear it as a chest bag, a crossbody bag, etc. very charming and unique.</span><br><span style=""font-size: 0.875rem;""><strong>COMPACT YET SPACIOUS</strong><br>Versatile canvas sling bag has plenty of rooms for gadgets, wallet, umbrella, sunglasses, water bottle and small laptop (up to 12.5""), etc. Easy access to small items, perfect for daily use or as a carry on luggage.</span><br><span style=""font-size: 0.875rem;""><strong>LIGHTWEIGHT &amp; STYLISH DESIGN</strong><br>Made of high-density, lightweight, water-resistant canvas material with top-quality zippers and brass fittings, the small crossbody backpack dimension: 10 X 7 X 16 inches / weights 1.4lb, very portable.</span><br>",Destiny Bags,,,Bags,TRUE,Color,Brown,,,,,B-Br,0,,0,deny,manual,159,2199,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71A_7-ydK7L._AC_SX569.jpg?v=1717053735,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71YEsSyRyYL._AC_SX679.jpg?v=1717053735,kg,,,TRUE,,,TRUE,,,active
canvas-sling-bag-small-crossbody-backpack,,,,,,,,,Khaki,,,,,B-Kh,0,,0,deny,manual,159,2199,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71hctxYeihL._AC_SX569.jpg?v=1717053735,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71A_7-ydK7L._AC_SX569.jpg?v=1717053735,kg,,,,,,,,,
canvas-sling-bag-small-crossbody-backpack,,,,,,,,,Purple,,,,,B-P,0,,0,deny,manual,159,2199,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71YEsSyRyYL._AC_SX679.jpg?v=1717053735,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71hctxYeihL._AC_SX569.jpg?v=1717053735,kg,,,,,,,,,
chest-bag-sling-backpack-for-men,Chest Bag Sling Backpack for Men,"<span style=""font-size: 0.875rem;""><strong>HIGH CAPACITY WITH PRACTICAL POCKETS</strong><br>Medium size: 13.4x6.3x3.9 inches, Large size: 16x8.5x6 inches, our leather sling backpack offers a large capacity for your needs, lightweight and portable. Our multipurpose casual daypacks come with many practical pockets - 1 main compartment for your large items with a built-in iPad pocket; 2 front zipper pockets for easy access and 1 buckle-closure pocket is for extra storage.<br></span><br><span style=""font-size: 0.875rem;""><strong>EXTERNAL USB HOLE AND HEADPHONE HOLE, DURABLE WATER RESISTANT</strong> <br>External USB with built-in charging cable. You can easily and conveniently charge your phone, tablet, and other devices without opening up the backpack. Also coming with a charging cable. Features with earphone holes, listen to your music more conveniently. Water repellent and tear-resistant, rest assured your belongings are dry and fresh even on rainy days.<br></span><br><span style=""font-size: 0.875rem;""><strong>ADJUSTABLE PADDED BREATHABLE STRAPS</strong> <br>The breathable straps and back of the leather sling bag chest crossbody backpack for men are padded with thick foam, providing a comfortable carrying experience for your shoulders, comfortable back and straps system, easy travel, no burden! The straps are strengthened with strong and sturdy stitching for durable use. Adjustable shoulder straps for the different heights. Hardware buckles and reinforced triangle straps enhance the backpack bearing capacity.</span><br>",Destiny Bags,,,Bags,TRUE,Color,Black,,,,,B-B,0,,0,deny,manual,159,1299,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71Em-8Or9CL._AC_SL1000__1.jpg?v=1717053731,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/61BhzSopLGL._AC_SL1000.jpg?v=1717053731,kg,,,TRUE,,,TRUE,,,active
chest-bag-sling-backpack-for-men,,,,,,,,,Brown,,,,,B-Br,0,,0,deny,manual,159,1299,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/61BhzSopLGL._AC_SL1000.jpg?v=1717053731,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/61deVBrugZL._AC_SX679.jpg?v=1717053731,kg,,,,,,,,,
chest-bag-sling-backpack-for-men,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71Em-8Or9CL._AC_SL1000.jpg?v=1717053731,3,,,,,,,,,,,,,,,,,,,,,,,,,,
chest-bag-sling-backpack-for-men,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/816yPUXuqFL._AC_SX679.jpg?v=1717053731,4,,,,,,,,,,,,,,,,,,,,,,,,,,
chest-bag-sling-backpack-for-men,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/61RKAR4NNIL.__AC_SX300_SY300_QL70_FMwebp.webp?v=1717053731,5,,,,,,,,,,,,,,,,,,,,,,,,,,
chest-bag-sling-backpack-for-men,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/61deVBrugZL._AC_SX679.jpg?v=1717053731,6,,,,,,,,,,,,,,,,,,,,,,,,,,
transparent-shoulder-crossbody-backpack-chest-casual-daypack,Transparent Shoulder Crossbody Backpack Chest Casual Daypack,"<p><span style=""font-size: 0.875rem;""><strong>Long-lasting Material</strong><br>Made of PVC thick vinyl, clear material and daily waterproof. This clear sling bag uses reinforced fabric seams to make sure your items stay perfectly, can be used for a long time.</span></p>
<p><img src=""https://cdn.shopify.com/s/files/1/0871/5481/9379/files/81AE39RMJ8L._AC_SX569.jpg?v=1713952906"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0871/5481/9379/files/81AE39RMJ8L._AC_SX569.jpg?v=1713952906""><br><span style=""font-size: 0.875rem;""><strong>Fashionable Design</strong><br>Fashion styling makes you stand out from the crowd. The widened adjustable nylon shoulder strap allows carry a heavy load more comfortable. You can use for shoulder purse, crossbody bag, chest bag and travel bag.</span><br></p>
<p><span style=""font-size: 0.875rem;""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0871/5481/9379/files/71CWBuYgyBL._AC_SX679.jpg?v=1713952906""></span></p>
<p><span style=""font-size: 0.875rem;""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0871/5481/9379/files/717seDQWJlL._AC_SX569.jpg?v=1713952905""></span></p>",Destiny Bags,,,Bags,TRUE,Color,Transparent Black,,,,,T-Backppack,0,,0,deny,manual,129,1099,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/717seDQWJlL._AC_SX569.jpg?v=1717053723,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/717seDQWJlL._AC_SX569.jpg?v=1717053723,kg,,,TRUE,,,TRUE,,,active
transparent-shoulder-crossbody-backpack-chest-casual-daypack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/81AE39RMJ8L._AC_SX569.jpg?v=1717053723,2,,,,,,,,,,,,,,,,,,,,,,,,,,
transparent-shoulder-crossbody-backpack-chest-casual-daypack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71CWBuYgyBL._AC_SX679.jpg?v=1717053723,3,,,,,,,,,,,,,,,,,,,,,,,,,,
sling-bag-anti-thief-crossbody-personal-pocket-bag,Sling Bag Anti-Thief Crossbody Personal Pocket Bag,"<p><span style=""font-size: 0.875rem;""><strong>Material</strong><br>The polyester fabric material feels nice to the touch. Should clean easy with damp rag if needed. Color is perfect won't show dirty easily. Wear-resistant and water-resistant, perfect for business, outdoor sports, traveling, working, etc.</span></p>
<p><span style=""font-size: 0.875rem;""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0871/5481/9379/files/61k1Doj02LL._AC_SX569.jpg?v=1713953298""></span><br><span style=""font-size: 0.875rem;""><strong>Multiple Storage Sling Bag</strong><br>1*Main zipper pocket, 1* magnetic snap phone pocket(0.4""W x 6.6""H can be storage most mobile phone), 2* front pockets, 1*small inner zipper pocket perfectly storage for Valuables and private items (inside the main pocket).</span></p>
<p><img src=""https://cdn.shopify.com/s/files/1/0871/5481/9379/files/71orNOBM7QL._AC_SX679.jpg?v=1713953297"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0871/5481/9379/files/71orNOBM7QL._AC_SX679.jpg?v=1713953297""><br><span style=""font-size: 0.875rem;""><br><strong>Wide range used</strong><br>Functional pockets make this bag Can be used as a messenger bag / shoulder bag / crossbody backpack / casual daypack / sling bag / chest bag / travel bag / working or business bag, suitable for outdoor walking, office, travel, business and other occasions.</span><br></p>
<p><span style=""font-size: 0.875rem;""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0871/5481/9379/files/71E94uYiJvL._AC_SX569.jpg?v=1713953297""></span></p>",Destiny Bags,,,Bags,TRUE,Color,Grey,,,,,Grey,0,,0,deny,manual,189,1299,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/61ZhBJDcWLL._AC_SX569.jpg?v=1717053718,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/61gGgNbIw8L._AC_SX569.jpg?v=1717053718,kg,,,TRUE,,,TRUE,,,active
sling-bag-anti-thief-crossbody-personal-pocket-bag,,,,,,,,,Blue,,,,,Blue,0,,0,deny,manual,189,1299,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/61gGgNbIw8L._AC_SX569.jpg?v=1717053718,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/61ZhBJDcWLL._AC_SX569.jpg?v=1717053718,kg,,,,,,,,,
sling-bag-anti-thief-crossbody-personal-pocket-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71orNOBM7QL._AC_SX679.jpg?v=1717053718,3,,,,,,,,,,,,,,,,,,,,,,,,,,
sling-bag-anti-thief-crossbody-personal-pocket-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71E94uYiJvL._AC_SX569.jpg?v=1717053718,4,,,,,,,,,,,,,,,,,,,,,,,,,,
sling-bag-anti-thief-crossbody-personal-pocket-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/61k1Doj02LL._AC_SX569.jpg?v=1717053718,5,,,,,,,,,,,,,,,,,,,,,,,,,,
mini-backpack,Mini Backpack,"<p><span style=""font-size: 0.875rem;""><strong>The clear backpack allows complete visibility all around.</strong>Pass through security with the see-through backpack to avoid being turned away at security checkpoints, and it's convenient to double-check that you have everything you need before leaving.<br></span><span style=""font-size: 0.875rem;""></span><img src=""https://cdn.shopify.com/s/files/1/0871/5481/9379/files/718vnEZB_0L._AC_SY300_SX300.jpg?v=1713953817"" alt="""" width=""624"" height=""955"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0871/5481/9379/files/718vnEZB_0L._AC_SY300_SX300.jpg?v=1713953817""><br><span style=""font-size: 0.875rem;""><strong>Suitable Capacity</strong><br>One main compartment can hold a small wallet, phone, lipstick, pen, tissues, and sunglasses, while the front pocket can hold keys, cash, cards, and tickets,making our clear bag an essential for your concert outfit.</span></p>
<p><img src=""https://cdn.shopify.com/s/files/1/0871/5481/9379/files/71HDtDxWB7L._AC_SL1500.jpg?v=1713953816"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0871/5481/9379/files/71HDtDxWB7L._AC_SL1500.jpg?v=1713953816""><br><span style=""font-size: 0.875rem;"">C<strong>omfortable Design</strong><br>The lightweight mini clear backpack brings the soft-comfort for your all-day wear. The top handle is convenient whenever you want to carry your bag. The stylish design makes it a great accessory to fit your outfit.</span><br></p>
<p><span style=""font-size: 0.875rem;""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0871/5481/9379/files/71ap-tiXe1L._AC_SL1500.jpg?v=1713953816""></span></p>",Destiny Bags,,,Bags,TRUE,Color,Black,,,,,Backpack-Bl,0,,0,deny,manual,209,1299,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71HDtDxWB7L._AC_SL1500.jpg?v=1717053711,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/718vnEZB_0L._AC_SY300_SX300.jpg?v=1717053711,kg,,,TRUE,,,TRUE,,,active
mini-backpack,,,,,,,,,Blue,,,,,Backpack-Blu,0,,0,deny,manual,209,1299,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/716Uty5jw7L._AC_SL1500.jpg?v=1717053711,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/716Uty5jw7L._AC_SL1500.jpg?v=1717053711,kg,,,,,,,,,
mini-backpack,,,,,,,,,Grey,,,,,Backpack-Grey,0,,0,deny,manual,209,1299,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/718vnEZB_0L._AC_SY300_SX300.jpg?v=1717053711,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71ap-tiXe1L._AC_SL1500.jpg?v=1717053711,kg,,,,,,,,,
mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71ap-tiXe1L._AC_SL1500.jpg?v=1717053711,4,,,,,,,,,,,,,,,,,,,,,,,,,,
mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71BqzVWKdkL._AC_SL1500.jpg?v=1717053711,5,,,,,,,,,,,,,,,,,,,,,,,,,,
mini-backpack,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71qQthIAhGL._AC_SL1500__1.jpg?v=1717053711,6,,,,,,,,,,,,,,,,,,,,,,,,,,
hiking-daypack-small-travel-outdoor-foldable-shoulder-bag,Hiking Daypack Small Travel Outdoor Foldable Shoulder Bag,"<span style=""font-size: 0.875rem;""><img src=""https://cdn.shopify.com/s/files/1/0631/5150/5588/files/prit6.gif?v=1713877343"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0631/5150/5588/files/prit6.gif?v=1713877343""><br><img src=""https://cdn.shopify.com/s/files/1/0631/5150/5588/files/71LcjXB62SL._AC_SX466.jpg?v=1713869929"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0631/5150/5588/files/71LcjXB62SL._AC_SX466.jpg?v=1713869929""><br>FOLDABLE: This backpack is easy to fold up into its pocket (Not included extra pouch. Just its own inner pocket to pack with. ) Unfold size: 15.5x9x3.5inches. Folded size only 7.5 x 6inches, easily pack it in your suitcase, backpack, or car and simply unfold from your checked bags and use it as a carry-on for your excess baggage to avoid the<br>overweight charge.<br><br><br><img src=""https://cdn.shopify.com/s/files/1/0631/5150/5588/files/81QG74iI6-L._AC_SX466.jpg?v=1713869929"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0631/5150/5588/files/81QG74iI6-L._AC_SX466.jpg?v=1713869929""></span><br><span style=""font-size: 0.875rem;"">ENOUGH CAPACITY&amp; LIGHTWEIGHT: One front compartment holds your tissue key or earphone. One main compartment fits your travel essentials: such as clothes and Umbrella. Two side pockets keep your things organized and separated. This lightweight backpack is only 0.56lb, and is easy to carry and use.<br><img src=""https://cdn.shopify.com/s/files/1/0631/5150/5588/files/91CvwL0_8PL._AC_SX466.jpg?v=1713869930"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0631/5150/5588/files/91CvwL0_8PL._AC_SX466.jpg?v=1713869930""></span><br><span style=""font-size: 0.875rem;"">DURABLE: Made with thickened water-resistant polyamide material and high-quality SBS zipper. Durable and not easy to tear. Don't be afraid of getting wet even if it rains when outdoors hiking.<br><img src=""https://cdn.shopify.com/s/files/1/0631/5150/5588/files/81p0Xn_GbGL._AC_SX466.jpg?v=1713869929"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0631/5150/5588/files/81p0Xn_GbGL._AC_SX466.jpg?v=1713869929""></span><br><span style=""font-size: 0.875rem;"">MULTIFUNCTION: This packable backpack is the perfect companion for the outdoors, one-day hiking, biking, traveling, camping, work, and shopping. Fit for men and women.<br><img src=""https://cdn.shopify.com/s/files/1/0631/5150/5588/files/71kxmitGMXL._AC_SX466.jpg?v=1713869929"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0631/5150/5588/files/71kxmitGMXL._AC_SX466.jpg?v=1713869929""></span><br><span style=""font-size: 0.875rem;"">100% CUSTOMER SATISFACTION GUARANTEED: This small shoulder backpack will be durable with strict craftsmanship. We stand behind the durability of our goods. If there is any quality problem with our product, please feel free to contact us.<br><img src=""https://cdn.shopify.com/s/files/1/0631/5150/5588/files/71xhOZUw1QL._AC_SX466.jpg?v=1713869929"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0631/5150/5588/files/71xhOZUw1QL._AC_SX466.jpg?v=1713869929""></span><br>",casesmaniac,,,"accessories, Bags",TRUE,Color,Black,,,,,,0,,0,deny,manual,170,1299,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/91CvwL0_8PL._AC_SX466_4bbd3696-b2bf-4de6-91e1-84af58bf3925.jpg?v=1717053702,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/81p0Xn_GbGL._AC_SX466_fd32b30e-00c5-4803-a834-3d63b87dd4c7.jpg?v=1717053702,kg,,,TRUE,,,TRUE,,,active
hiking-daypack-small-travel-outdoor-foldable-shoulder-bag,,,,,,,,,Grey,,,,,,0,,0,deny,manual,170,1299,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71Y2bGyoKIL._AC_SX466_a1f09bd6-b782-46fa-86b8-354eb203f530.jpg?v=1717053702,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/81nUXBe13QL._AC_SX466_7e82571b-337f-47b2-9a2c-862cc0d3102b.jpg?v=1717053702,kg,,,,,,,,,
hiking-daypack-small-travel-outdoor-foldable-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/81p0Xn_GbGL._AC_SX466_fd32b30e-00c5-4803-a834-3d63b87dd4c7.jpg?v=1717053702,3,,,,,,,,,,,,,,,,,,,,,,,,,,
hiking-daypack-small-travel-outdoor-foldable-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71LcjXB62SL._AC_SX466_35181677-8a98-4ebf-a9d7-48e4ec7394f5.jpg?v=1717053702,4,,,,,,,,,,,,,,,,,,,,,,,,,,
hiking-daypack-small-travel-outdoor-foldable-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71IifRdKIvL._AC_SX466_96d78432-83db-462e-a919-b681e212358c.jpg?v=1717053702,5,,,,,,,,,,,,,,,,,,,,,,,,,,
hiking-daypack-small-travel-outdoor-foldable-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/81nUXBe13QL._AC_SX466_7e82571b-337f-47b2-9a2c-862cc0d3102b.jpg?v=1717053702,6,,,,,,,,,,,,,,,,,,,,,,,,,,
hiking-daypack-small-travel-outdoor-foldable-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71kxmitGMXL._AC_SX466_fe563104-57ad-4d2a-9884-e728f0fa1e48.jpg?v=1717053702,7,,,,,,,,,,,,,,,,,,,,,,,,,,
hiking-daypack-small-travel-outdoor-foldable-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/71xhOZUw1QL._AC_SX466_a27e362b-cb49-4048-8520-c166c84e8507.jpg?v=1717053702,8,,,,,,,,,,,,,,,,,,,,,,,,,,
hiking-daypack-small-travel-outdoor-foldable-shoulder-bag,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0708/4117/2208/files/81QG74iI6-L._AC_SX466_230259c3-5cc2-4688-b453-5c7f8ebcf91c.jpg?v=1717053702,9,,,,,,,,,,,,,,,,,,,,,,,,,,
